club_id,club_code,name,domestic_competition_id,total_market_value,squad_size,average_age,foreigners_number,foreigners_percentage,national_team_players,stadium_name,stadium_seats,net_transfer_record,coach_name,url
133,sc-cambuur-leeuwarden,Sc Cambuur Leeuwarden,NL1,10.13,23,25.1,9,39.1,8,Cambuurstadion,10250,+-0,Henk de Jong,https://www.transfermarkt.co.uk/sc-cambuur-leeuwarden/startseite/verein/133
995,fc-nantes,Fc Nantes,FR1,98.51,25,26.2,11,44.0,7,Stade de la Beaujoire,37463,+£7.47m,Antoine Kombouaré,https://www.transfermarkt.co.uk/fc-nantes/startseite/verein/995
244,olympique-marseille,Olympique Marseille,FR1,243.54,28,24.4,17,60.7,14,Orange Vélodrome,67394,£-35.66m,Jorge Sampaoli,https://www.transfermarkt.co.uk/olympique-marseille/startseite/verein/244
273,fc-stade-rennes,Fc Stade Rennes,FR1,215.82,26,24.1,10,38.5,9,Roazhon Park,29778,£-30.47m,Bruno Génésio,https://www.transfermarkt.co.uk/fc-stade-rennes/startseite/verein/273
162,as-monaco,As Monaco,FR1,339.98,29,24.6,29,100.0,8,Stade Louis-II,18523,£-9.68m,Philippe Clement,https://www.transfermarkt.co.uk/as-monaco/startseite/verein/162
2424,gil-vicente-fc,Gil Vicente Fc,PO1,24.05,27,25.4,19,70.4,3,Estádio Municipal de Barcelos,12504,+£1.80m,Ricardo Soares,https://www.transfermarkt.co.uk/gil-vicente-fc/startseite/verein/2424
826,rc-lens,Rc Lens,FR1,130.28,23,25.9,14,60.9,11,Stade Bollaert-Delelis,38223,£-2.34m,Franck Haise,https://www.transfermarkt.co.uk/rc-lens/startseite/verein/826
969,montpellier-hsc,Montpellier Hsc,FR1,99.86,26,25.3,11,42.3,5,Stade de la Mosson,32939,+£22.32m,Olivier Dall'Oglio,https://www.transfermarkt.co.uk/montpellier-hsc/startseite/verein/969
1041,olympique-lyon,Olympique Lyon,FR1,298.04,28,24.6,15,53.6,9,Groupama Stadium,59186,+£65.41m,Peter Bosz,https://www.transfermarkt.co.uk/olympique-lyon/startseite/verein/1041
1421,stade-reims,Stade Reims,FR1,118.4,30,23.9,21,70.0,13,Stade Auguste-Delaune,21684,£-855Th.,Óscar García,https://www.transfermarkt.co.uk/stade-reims/startseite/verein/1421
417,ogc-nizza,Ogc Nizza,FR1,221.63,26,24.5,17,65.4,7,Allianz Riviera,36178,£-26.91m,Christophe Galtier,https://www.transfermarkt.co.uk/ogc-nizza/startseite/verein/417
667,rc-strassburg-alsace,Rc Strassburg Alsace,FR1,103.1,24,26.3,10,41.7,5,Stade de la Meinau,29000,+£10.35m,Julien Stéphan,https://www.transfermarkt.co.uk/rc-strassburg-alsace/startseite/verein/667
